3 Suits,2,1,1,2,1
3 Suits,3,2,1,1,1
4 Suits,2,3,1,2,1
4 Suits,3,1,1,2,1
6 Suits,2,8,1,5,1
6 Suits,3,1,1,7,1
6 Suits,4,2,1,1,1
Black & Light Pink (5 Suits),2,4,1,4,1
Black & Muddy Rainbow (5 Suits),2,12,1,1,1
Black & Muddy Rainbow (6 Suits),2,8,1,8,1
Black & Prism (5 Suits),2,5,1,18,1
Black & Prism (6 Suits),2,14,1,3,1
Black & Rainbow (5 Suits),2,6,1,6,1
Black & Rainbow (6 Suits),2,7,1,4,1
Black & White (6 Suits),2,10,1,1,1
Black (5 Suits),2,2,1,1,1
Black (5 Suits),3,3,1,4,1
Black (5 Suits),4,7,1,2,1
Black (6 Suits),2,18,1,13,1
Black (6 Suits),4,2,1,7,1
Brown (5 Suits),2,1,1,1,1
Brown (5 Suits),3,2,1,2,1
Brown (5 Suits),5,1,1,2,1
Brown (6 Suits),2,4,1,7,1
Cocoa Rainbow (5 Suits),2,3,1,3,1
Dark Brown (5 Suits),2,3,1,6,1
Dark Brown (5 Suits),4,2,1,6,1
Dark Brown (6 Suits),2,4,1,8,1
Dark Null (5 Suits),2,1,1,4,1
Dark Omni (5 Suits),2,4,1,2,1
Dark Omni (6 Suits),2,2,1,2,1
Dark Pink (5 Suits),2,1,1,7,1
Dark Pink (6 Suits),2,8,1,5,1
Dark Prism (5 Suits),2,10,1,6,1
Dark Prism (6 Suits),2,3,1,3,1
Dark Rainbow (5 Suits),2,2,1,8,1
Dark Rainbow (5 Suits),4,2,1,13,1
Dual-Color (6 Suits),2,4,1,5,1
Dual-Color Mix,2,12,1,16,1
Dual-Color Mix,3,2,1,2,1
Gray (5 Suits),2,4,1,3,1
Gray (5 Suits),3,3,1,5,1
Gray (6 Suits),2,24,1,3,1
Gray Pink (6 Suits),2,10,1,8,1
Gray Pink (6 Suits),4,1,1,5,1
Light Pink (5 Suits),2,1,1,4,1
Light Pink (6 Suits),2,3,1,10,1
Muddy Rainbow (4 Suits),2,1,1,2,1
Muddy Rainbow (4 Suits),3,1,1,4,1
Muddy Rainbow (5 Suits),2,1,1,5,1
No Variant,2,6,1,8,1
No Variant,3,8,1,2,1
No Variant,4,2,1,4,1
No Variant,5,10,1,9,1
No Variant,6,3,1,4,1
Null (5 Suits),2,2,1,4,1
Null (6 Suits),2,4,1,15,1
Omni (5 Suits),2,2,1,2,1
Omni (5 Suits),3,3,1,3,1
Pink (3 Suits),2,1,1,1,1
Pink (5 Suits),2,2,1,5,1
Pink (5 Suits),3,1,1,4,1
Pink (5 Suits),5,1,1,2,1
Pink (6 Suits),2,4,1,1,1
Pink (6 Suits),3,2,1,3,1
Prism (4 Suits),2,1,1,2,1
Prism (4 Suits),3,2,1,4,1
Prism (5 Suits),2,4,1,4,1
Prism (5 Suits),3,5,1,3,1
Prism (6 Suits),2,1,1,1,1
Prism (6 Suits),3,8,1,3,1
Rainbow & Pink (5 Suits),2,1,1,1,1
Rainbow & White (6 Suits),2,5,1,2,1
Rainbow (4 Suits),2,1,1,1,1
Rainbow (4 Suits),3,7,1,3,1
Rainbow (5 Suits),2,3,1,3,1
Rainbow (5 Suits),3,3,1,2,1
Rainbow (5 Suits),4,3,1,1,1
Rainbow (6 Suits),2,1,1,3,1
Rainbow (6 Suits),3,1,1,2,1
Special Mix (5 Suits),2,15,1,2,1
Throw It in a Hole (6 Suits),4,3,1,2,1
White & Prism (5 Suits),2,3,1,2,1
White (3 Suits),2,2,1,7,1
White (3 Suits),3,4,1,1,1
White (4 Suits),2,2,1,2,1
White (4 Suits),3,1,1,3,1
White (5 Suits),2,1,1,1,1
White (5 Suits),3,1,1,1,1
White (6 Suits),2,1,1,1,1
White (6 Suits),3,7,1,1,1
White (6 Suits),5,2,1,1,1
White-Ones & Brown (6 Suits),2,3,1,2,1
