variant,attempts,won
Pink & White (6 Suits),4,1
6 Suits,3,1
Dark Omni (6 Suits),2,1
Rainbow & Light Pink (6 Suits),1,1
No Variant,1,1
Rainbow-Ones & White (5 Suits),1,1
Rainbow-Ones (6 Suits),1,1
Black & Omni (6 Suits),6,0
Rainbow & Omni (6 Suits),4,0
Black (5 Suits),4,0
Dark Rainbow (6 Suits),3,0
White & Muddy Rainbow (6 Suits),3,0
Dark Prism (6 Suits),3,0
Pink & Dark Omni (6 Suits),2,0
Pink (6 Suits),2,0
Dual-Color (6 Suits),2,0
White & Dark Rainbow (6 Suits),2,0
Rainbow & Dark Pink (6 Suits),1,0
White-Ones & Prism (6 Suits),1,0
Rainbow & Pink (6 Suits),1,0
Dual-Color & Gray (6 Suits),1,0
White & Omni (6 Suits),1,0
Prism (6 Suits),1,0
Muddy Rainbow (5 Suits),1,0
Up or Down & Prism (6 Suits),1,0
Pink & Light Pink (6 Suits),1,0
Brown (4 Suits),1,0
Prism & Dark Rainbow (6 Suits),1,0
