variant,attempts,won
Brown-Ones & Black (6 Suits),5,1
Dual-Color Mix,4,1
Brown & Muddy Rainbow (5 Suits),4,1
White-Ones & Muddy Rainbow (5 Suits),3,1
Omni & Muddy Rainbow (6 Suits),3,1
White & Light Pink (5 Suits),3,1
Muddy-Rainbow-Ones & Rainbow (6 Suits),2,1
Pink & Omni (6 Suits),2,1
Pink & Cocoa Rainbow (6 Suits),2,1
Dual-Color & Gray (6 Suits),2,1
Null & Light Pink (5 Suits),2,1
Rainbow & White (4 Suits),1,1
Omni (4 Suits),1,1
Brown-Fives & Light Pink (3 Suits),1,1
Dual-Color (5 Suits),1,1
Pink & Prism (6 Suits),1,1
Up or Down & Prism (5 Suits),1,1
Brown-Fives & Pink (6 Suits),1,1
Brown-Ones & Muddy Rainbow (3 Suits),1,1
Black & Omni (6 Suits),10,0
Special Mix (5 Suits),4,0
Dark Rainbow (5 Suits),4,0
Black & Brown (6 Suits),4,0
Color Mute (5 Suits),3,0
Null-Ones & Black (6 Suits),3,0
Black & Null (6 Suits),3,0
Extremely Ambiguous & Light Pink (6 Suits),3,0
Rainbow & Muddy Rainbow (6 Suits),3,0
White (3 Suits),2,0
Light Pink & Prism (6 Suits),2,0
Clue Starved & White (5 Suits),2,0
Rainbow-Ones & Muddy Rainbow (3 Suits),2,0
Gray (5 Suits),2,0
Prism & Gray (5 Suits),2,0
Rainbow & Brown (3 Suits),2,0
Black & Light Pink (6 Suits),2,0
Brown & Muddy Rainbow (6 Suits),2,0
Muddy Rainbow & Light Pink (6 Suits),2,0
Dual-Color & Dark Prism (6 Suits),2,0
Dual-Color & Cocoa Rainbow (6 Suits),2,0
Reversed (6 Suits),1,0
Brown (6 Suits),1,0
White & Prism (5 Suits),1,0
Brown (3 Suits),1,0
White-Ones & Cocoa Rainbow (6 Suits),1,0
Pink & White (5 Suits),1,0
Omni-Ones (6 Suits),1,0
Alternating Clues & Cocoa Rainbow (5 Suits),1,0
Omni & Light Pink (5 Suits),1,0
Black (6 Suits),1,0
Muddy Rainbow & Dark Brown (5 Suits),1,0
Omni & Muddy Rainbow (4 Suits),1,0
Omni & Light Pink (6 Suits),1,0
Cocoa Rainbow (6 Suits),1,0
Pink (3 Suits),1,0
Brown & Dark Prism (6 Suits),1,0
Gray Reversed (5 Suits),1,0
Clue Starved & White (6 Suits),1,0
White & Omni (4 Suits),1,0
Omni-Ones & Dark Prism (6 Suits),1,0
White-Fives & Brown (6 Suits),1,0
Up or Down & Muddy Rainbow (6 Suits),1,0
Brown-Ones & Brown (6 Suits),1,0
Prism & Dark Brown (5 Suits),1,0
Black & Rainbow (5 Suits),1,0
Extremely Ambiguous & Dark Omni (6 Suits),1,0
Up or Down & White (5 Suits),1,0
Pink-Fives & Omni (6 Suits),1,0
White & Dark Prism (5 Suits),1,0
Pink & Gray (5 Suits),1,0
