variant,attempts,won
Pink & White (6 Suits),5,1
6 Suits,3,1
Dark Omni (6 Suits),2,1
White & Brown (6 Suits),1,1
Dark Brown (6 Suits),1,1
Rainbow & Light Pink (6 Suits),1,1
Pink & Dark Omni (6 Suits),4,0
Rainbow & Omni (6 Suits),4,0
White & Muddy Rainbow (6 Suits),3,0
Black & Omni (6 Suits),3,0
Dark Prism (6 Suits),3,0
Dual-Color (6 Suits),2,0
Rainbow & Dark Pink (6 Suits),1,0
White-Ones & Prism (6 Suits),1,0
Rainbow & Pink (6 Suits),1,0
Dual-Color & Gray (6 Suits),1,0
Up or Down & Prism (6 Suits),1,0
Prism & Dark Rainbow (6 Suits),1,0
