variant,attempts,won
Omni & Dark Pink (6 Suits),4,1
Prism & Dark Pink (6 Suits),3,1
Brown & Cocoa Rainbow (5 Suits),3,1
Dual-Color & Dark Prism (6 Suits),3,1
Pink & White (4 Suits),2,1
Muddy Rainbow & Gray Pink (6 Suits),2,1
Clue Starved & Light Pink (6 Suits),2,1
No Variant,1,1
White & Prism (4 Suits),1,1
Dual-Color Mix,1,1
Rainbow & Light Pink (6 Suits),1,1
Rainbow-Ones (4 Suits),1,1
Pink & Dark Omni (6 Suits),1,1
Muddy Rainbow & Gray (6 Suits),1,1
Prism & Dark Brown (6 Suits),1,1
Ambiguous & Rainbow (5 Suits),1,1
Rainbow-Ones & White (5 Suits),1,1
Rainbow-Ones & Pink (6 Suits),1,1
Black & Brown (6 Suits),3,0
Black & Light Pink (6 Suits),3,0
Dark Prism (5 Suits),2,0
Rainbow & Gray Pink (6 Suits),2,0
Black & Omni (6 Suits),2,0
Rainbow & Pink (6 Suits),2,0
Omni & Dark Rainbow (6 Suits),2,0
Rainbow & Gray (5 Suits),1,0
Dark Rainbow (5 Suits),1,0
Black & Dark Pink (6 Suits),1,0
White & Dark Brown (5 Suits),1,0
Special Mix (5 Suits),1,0
Pink & Dark Prism (5 Suits),1,0
Omni & Cocoa Rainbow (5 Suits),1,0
White & Dark Pink (6 Suits),1,0
Black & Cocoa Rainbow (6 Suits),1,0
Prism & Dark Omni (6 Suits),1,0
Dual-Color & Muddy Rainbow (6 Suits),1,0
Pink & Dark Null (6 Suits),1,0
