variant,attempts,won
Omni & Muddy Rainbow (6 Suits),3,1
Muddy-Rainbow-Ones & Rainbow (6 Suits),2,1
Pink & Omni (6 Suits),2,1
Pink & Prism (6 Suits),1,1
Brown-Fives & Pink (6 Suits),1,1
Extremely Ambiguous & Light Pink (6 Suits),3,0
Rainbow & Muddy Rainbow (6 Suits),3,0
Light Pink & Prism (6 Suits),2,0
Brown & Muddy Rainbow (6 Suits),2,0
Muddy Rainbow & Light Pink (6 Suits),2,0
Reversed (6 Suits),1,0
Brown (6 Suits),1,0
Omni-Ones (6 Suits),1,0
Omni & Light Pink (6 Suits),1,0
Clue Starved & White (6 Suits),1,0
White-Fives & Brown (6 Suits),1,0
Up or Down & Muddy Rainbow (6 Suits),1,0
Brown-Ones & Brown (6 Suits),1,0
Pink-Fives & Omni (6 Suits),1,0
