variant,attempts,won
6 Suits,8,1
Clue Starved (6 Suits),7,1
Rainbow & White (6 Suits),5,1
Up or Down & Pink (6 Suits),5,1
Pink (6 Suits),4,1
Dual-Color (6 Suits),4,1
Up or Down & Prism (6 Suits),4,1
White Reversed (6 Suits),4,1
Null (6 Suits),4,1
Brown (6 Suits),4,1
Brown-Fives & Omni (6 Suits),4,1
Up or Down (6 Suits),3,1
White-Ones & Brown (6 Suits),3,1
Light Pink (6 Suits),3,1
Up or Down & Rainbow (6 Suits),3,1
Muddy-Rainbow-Ones & Prism (6 Suits),2,1
Throw It in a Hole (6 Suits),2,1
Rainbow (6 Suits),1,1
White (6 Suits),1,1
Prism (6 Suits),1,1
