Black & Rainbow (5 Suits),3,1
Brown (5 Suits),3,1
Rainbow (5 Suits),2,1
White (5 Suits),2,1
Rainbow & Gray Pink (5 Suits),2,1
Black & White (5 Suits),1,1
Rainbow & White (5 Suits),1,1
Up or Down & Rainbow (5 Suits),1,1
Pink & Omni (5 Suits),1,1
Pink & Dark Rainbow (5 Suits),1,1
Rainbow-Ones & Brown (5 Suits),1,1
Brown-Fives (5 Suits),1,1
Brown-Fives & Light Pink (5 Suits),1,1
Rainbow Reversed (5 Suits),1,1
Rainbow & Light Pink (5 Suits),1,1
Omni & Light Pink (5 Suits),1,1
No Variant,50,0
Black & Pink (5 Suits),8,0
Rainbow & Brown (5 Suits),8,0
Pink & Gray (5 Suits),4,0
Cow & Pig (5 Suits),2,0
Pink & White (5 Suits),2,0
Clue Starved (5 Suits),1,0
Rainbow & Dark Pink (5 Suits),1,0
White-Fives (5 Suits),1,0
Black & Null (5 Suits),1,0
