Black (5 Suits),11,1
Rainbow & Brown (5 Suits),6,1
Rainbow & White (5 Suits),5,1
Dark Omni (5 Suits),3,1
Brown & Prism (5 Suits),3,1
White-Ones (5 Suits),2,1
Brown-Ones & Rainbow (5 Suits),2,1
Pink-Fives & Prism (5 Suits),2,1
White-Ones & Rainbow (5 Suits),1,1
Rainbow-Ones & Rainbow (5 Suits),1,1
Light-Pink-Ones & Brown (5 Suits),1,1
Special Mix (5 Suits),23,0
No Variant,8,0
Black & Pink (5 Suits),6,0
Pink-Fives & Dark Rainbow (5 Suits),4,0
Null-Ones (5 Suits),3,0
Pink & White (5 Suits),3,0
Up or Down (5 Suits),2,0
Rainbow & Pink (5 Suits),2,0
Muddy Rainbow & Light Pink (5 Suits),2,0
Duck (5 Suits),1,0
Light-Pink-Ones & Pink (5 Suits),1,0
Ambiguous & Omni (5 Suits),1,0
Pink & Dark Brown (5 Suits),1,0
White-Fives & Pink (5 Suits),1,0
Brown-Ones & White (5 Suits),1,0
Dark Prism (5 Suits),1,0
Pink-Ones (5 Suits),1,0
Dark Brown (5 Suits),1,0
Up or Down & Rainbow (5 Suits),1,0
Gray Pink (5 Suits),1,0
Rainbow-Ones & Dark Omni (5 Suits),1,0
Rainbow & Gray (5 Suits),1,0
Rainbow & Dark Prism (5 Suits),1,0
Rainbow & Gray Pink (5 Suits),1,0
Rainbow & Omni (5 Suits),1,0
Rainbow-Ones (5 Suits),1,0
Muddy-Rainbow-Ones (5 Suits),1,0
