variant,attempts,won
6 Suits,3,1
White & Brown (6 Suits),3,1
Rainbow-Ones & Dark Rainbow (6 Suits),2,1
Pink & Dark Prism (6 Suits),2,1
Dark Rainbow (6 Suits),1,1
Black & Prism (6 Suits),1,1
Pink & White (6 Suits),1,1
Dual-Color & White (6 Suits),1,1
Light-Pink-Ones & Black (6 Suits),7,0
Gray (6 Suits),6,0
Muddy-Rainbow-Ones & Dark Brown (6 Suits),4,0
White-Ones & Brown (6 Suits),3,0
Dark Rainbow Reversed (6 Suits),3,0
Muddy Rainbow (6 Suits),2,0
Gray Pink (6 Suits),2,0
Rainbow & Dark Brown (6 Suits),2,0
Cocoa Rainbow (6 Suits),2,0
Black & Brown (6 Suits),2,0
Light Pink & Dark Prism (6 Suits),2,0
Totally Blind (6 Suits),1,0
Light Pink & Gray (6 Suits),1,0
Black & Dark Pink (6 Suits),1,0
Rainbow & Dark Prism (6 Suits),1,0
Clue Starved (6 Suits),1,0
Rainbow & Light Pink (6 Suits),1,0
Prism & Dark Pink (6 Suits),1,0
Dual-Color & Light Pink (6 Suits),1,0
Clue Starved & Prism (6 Suits),1,0
