Brown & Dark Rainbow (6 Suits),46,1
Rainbow & Dark Brown (6 Suits),39,1
Muddy Rainbow & Dark Omni (6 Suits),36,1
Brown & Light Pink (6 Suits),34,1
Muddy Rainbow & Gray Pink (6 Suits),34,1
Gray & Gray Pink (6 Suits),32,1
Prism & Gray (6 Suits),29,1
Brown & Cocoa Rainbow (6 Suits),27,1
Light Pink & Dark Omni (6 Suits),23,1
White & Cocoa Rainbow (6 Suits),22,1
Omni & Gray Pink (6 Suits),21,1
Gray Reversed (6 Suits),21,1
Dark Prism Reversed (6 Suits),19,1
Pink & Omni (6 Suits),18,1
Extremely Ambiguous (6 Suits),18,1
Brown & Omni (6 Suits),16,1
Dark Pink & Dark Brown (6 Suits),15,1
Rainbow & Gray Pink (6 Suits),14,1
Muddy Rainbow & Dark Brown (6 Suits),14,1
Up or Down & Light Pink (6 Suits),14,1
Brown-Ones & Dark Pink (6 Suits),14,1
Dark Rainbow & Dark Prism (6 Suits),13,1
Brown & Dark Prism (6 Suits),13,1
Light Pink & Dark Pink (6 Suits),13,1
Brown & Prism (6 Suits),12,1
White & Dark Brown (6 Suits),12,1
Deceptive-Fives & Brown (6 Suits),12,1
Black & Light Pink (6 Suits),11,1
Black & Cocoa Rainbow (6 Suits),11,1
Light Pink & Prism (6 Suits),10,1
Deceptive-Fives & Pink (6 Suits),10,1
Prism & Dark Omni (6 Suits),10,1
Dual-Color & Dark Rainbow (6 Suits),10,1
Up or Down & Null (6 Suits),10,1
Black Reversed (6 Suits),9,1
Muddy Rainbow & Dark Pink (6 Suits),9,1
Deceptive-Ones & Rainbow (6 Suits),9,1
Pink-Ones & Dark Brown (6 Suits),9,1
Black & Dark Omni (6 Suits),8,1
Muddy Rainbow & Prism (6 Suits),8,1
Prism & Dark Rainbow (6 Suits),8,1
Light Pink & Dark Prism (6 Suits),8,1
Rainbow-Ones & White (6 Suits),8,1
Omni & Muddy Rainbow (6 Suits),8,1
Null (6 Suits),8,1
White & Brown (6 Suits),7,1
Rainbow & Dark Pink (6 Suits),7,1
Ambiguous & Dual-Color,7,1
Omni & Cocoa Rainbow (6 Suits),7,1
Dual-Color Mix,7,1
Rainbow & Brown (6 Suits),6,1
Dark Brown & Dark Omni (6 Suits),6,1
Deceptive-Fives & Black (6 Suits),6,1
Prism & Dark Pink (6 Suits),6,1
White Reversed (6 Suits),6,1
Muddy-Rainbow-Ones (6 Suits),6,1
Brown (6 Suits),6,1
