variant,attempts,won
Special Mix (6 Suits),8,1
Light Pink & Prism (6 Suits),3,1
Rainbow & Muddy Rainbow (6 Suits),2,1
Black & Prism (6 Suits),2,1
Black & Gray Pink (6 Suits),2,1
Dark Omni (6 Suits),1,1
Dark Prism (6 Suits),1,1
Black & Pink (6 Suits),4,0
Black & Omni (6 Suits),3,0
Black & Light Pink (6 Suits),3,0
Black & Dark Brown (6 Suits),3,0
Rainbow-Fives & Prism (6 Suits),2,0
White & Brown (6 Suits),2,0
Omni (6 Suits),1,0
Dark Brown (6 Suits),1,0
Muddy Rainbow (6 Suits),1,0
Cocoa Rainbow (6 Suits),1,0
Dark Null (6 Suits),1,0
Black & Dark Rainbow (6 Suits),1,0
