Black & Light Pink (6 Suits),8,1
Dual-Color & Pink (6 Suits),7,1
Rainbow & Dark Omni (6 Suits),4,1
Gray Pink (6 Suits),3,1
Black & Omni (6 Suits),3,1
Muddy Rainbow & Light Pink (6 Suits),3,1
Omni-Fives & White (6 Suits),2,1
Black & Rainbow (6 Suits),2,1
Prism (6 Suits),1,1
Rainbow & Light Pink (6 Suits),1,1
Reversed (6 Suits),1,1
Dual-Color & Omni (6 Suits),1,1
Brown & Cocoa Rainbow (6 Suits),1,1
Special Mix (6 Suits),15,0
Black & Prism (6 Suits),5,0
Rainbow & Prism (6 Suits),3,0
Up or Down & Prism (6 Suits),3,0
Clue Starved & Prism (6 Suits),3,0
Muddy Rainbow & Dark Brown (6 Suits),3,0
Rainbow & Gray Pink (6 Suits),2,0
Brown & Dark Omni (6 Suits),2,0
White & Cocoa Rainbow (6 Suits),2,0
Deceptive-Fives & Brown (6 Suits),2,0
Light Pink & Dark Prism (6 Suits),2,0
Pink (6 Suits),1,0
Gray Reversed (6 Suits),1,0
White-Fives & Light Pink (6 Suits),1,0
Rainbow-Ones & Dark Omni (6 Suits),1,0
Rainbow & Pink (6 Suits),1,0
Pink & Dark Rainbow (6 Suits),1,0
Brown & Light Pink (6 Suits),1,0
Up or Down & Muddy Rainbow (6 Suits),1,0
Dual-Color & Gray (6 Suits),1,0
Null-Ones & Brown (6 Suits),1,0
