Gray (5 Suits),7,1
Omni & Prism (5 Suits),3,1
Null & Muddy Rainbow (5 Suits),3,1
Rainbow & Dark Prism (5 Suits),3,1
Brown & Cocoa Rainbow (5 Suits),3,1
Prism & Gray Pink (5 Suits),3,1
Pink & Light Pink (5 Suits),2,1
Up or Down & Prism (5 Suits),2,1
Rainbow (5 Suits),2,1
No Variant,1,1
White & Light Pink (5 Suits),1,1
Muddy Rainbow & Light Pink (5 Suits),1,1
Rainbow & Prism (5 Suits),1,1
White & Dark Pink (5 Suits),1,1
Rainbow & White (5 Suits),1,1
Ambiguous & Rainbow (5 Suits),1,1
Rainbow-Ones & White (5 Suits),1,1
Null (5 Suits),1,1
Pink & Dark Prism (5 Suits),12,0
Clue Starved & Brown (5 Suits),7,0
White & Muddy Rainbow (5 Suits),4,0
Dark Brown (5 Suits),3,0
Special Mix (5 Suits),3,0
Rainbow-Ones & Rainbow (5 Suits),3,0
Up or Down & White (5 Suits),3,0
Muddy Rainbow & Dark Pink (5 Suits),3,0
Brown-Ones & Dark Omni (5 Suits),2,0
Omni & Cocoa Rainbow (5 Suits),2,0
Omni & Muddy Rainbow (5 Suits),2,0
Rainbow & Dark Pink (5 Suits),2,0
Dark Omni (5 Suits),2,0
Omni & Light Pink (5 Suits),2,0
White (5 Suits),1,0
Black & Pink (5 Suits),1,0
Omni-Ones (5 Suits),1,0
Muddy Rainbow & Dark Prism (5 Suits),1,0
Clue Starved & Rainbow (5 Suits),1,0
Rainbow & Light Pink (5 Suits),1,0
Dark Null (5 Suits),1,0
Pink (5 Suits),1,0
White & Dark Rainbow (5 Suits),1,0
Pink & Null (5 Suits),1,0
Pink & Omni (5 Suits),1,0
Pink & Gray Pink (5 Suits),1,0
Rainbow & Dark Brown (5 Suits),1,0
Dark Prism Reversed (5 Suits),1,0
Brown-Ones (5 Suits),1,0
Up or Down & Rainbow (5 Suits),1,0
Omni & Dark Brown (5 Suits),1,0
