Black & White (6 Suits),9,1
Dark Brown (5 Suits),9,1
Dark Pink (6 Suits),8,1
Dark Brown (6 Suits),6,1
Rainbow & Dark Pink (6 Suits),6,1
Up or Down & White (6 Suits),5,1
Null (3 Suits),4,1
White & Dark Brown (6 Suits),4,1
Dark Rainbow (5 Suits),4,1
Rainbow (6 Suits),3,1
Rainbow & Brown (4 Suits),3,1
White & Dark Brown (5 Suits),3,1
White (6 Suits),2,1
Rainbow & Brown (6 Suits),2,1
Up or Down & Omni (6 Suits),2,1
Omni & Dark Brown (6 Suits),2,1
No Variant,1,1
Brown (5 Suits),1,1
Pink (5 Suits),1,1
6 Suits,1,1
Gray (5 Suits),1,1
Black & Omni (5 Suits),1,1
Cocoa Rainbow (6 Suits),1,1
Dual-Color & Rainbow (4 Suits),1,1
Rainbow (5 Suits),1,1
Rainbow & Dark Pink (5 Suits),10,0
Omni & Gray (5 Suits),7,0
Dark Rainbow & Dark Pink (6 Suits),6,0
Null (5 Suits),4,0
Pink & Omni (6 Suits),4,0
Gray & Dark Omni (6 Suits),4,0
Black & Pink (6 Suits),3,0
Pink & White (6 Suits),2,0
Dual-Color (6 Suits),2,0
Dark Pink (5 Suits),2,0
Black (5 Suits),1,0
Up or Down & Rainbow (6 Suits),1,0
Rainbow-Ones & Rainbow (4 Suits),1,0
