Pink & Dark Rainbow (5 Suits),5,1
Dark Omni (5 Suits),4,1
Gray Pink (5 Suits),4,1
Up or Down & Pink (5 Suits),3,1
No Variant,2,1
Null-Ones & White (5 Suits),1,1
Rainbow & Muddy Rainbow (5 Suits),1,1
White-Ones & Brown (5 Suits),1,1
Muddy-Rainbow-Ones & Omni (5 Suits),1,1
Black & Prism (5 Suits),1,1
Prism (5 Suits),1,1
Up or Down & Light Pink (5 Suits),1,1
Special Mix (5 Suits),12,0
Dark Brown (5 Suits),8,0
Black & Brown (5 Suits),5,0
Brown (5 Suits),4,0
Clue Starved (5 Suits),3,0
Black & White (5 Suits),3,0
Pink & Cocoa Rainbow (5 Suits),3,0
Pink (5 Suits),2,0
Deceptive-Ones (5 Suits),2,0
Dark Rainbow Reversed (5 Suits),2,0
Dual-Color (5 Suits),1,0
Null-Ones (5 Suits),1,0
Pink & Brown (5 Suits),1,0
White (5 Suits),1,0
Black & Light Pink (5 Suits),1,0
Pink-Fives (5 Suits),1,0
White & Dark Rainbow (5 Suits),1,0
Alternating Clues & Dark Brown (5 Suits),1,0
White & Dark Omni (5 Suits),1,0
Black & Omni (5 Suits),1,0
Dark Prism Reversed (5 Suits),1,0
